Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
99;Mike Conley;PG;35;0;67;66;30.3;3.9;9.1;0.428;2;5.2;0.385;1.9;3.9;0.486;0.539;2.1;2.5;0.834;0.5;2.2;2.7;6.7;1.1;0.2;1.5;2.1;11.9
99;Mike Conley;PG;35;29;43;42;29.7;3.6;8.7;0.408;1.8;5;0.362;1.8;3.8;0.469;0.511;1.8;2.2;0.813;0.4;2.1;2.5;7.7;1;0.2;1.7;2.2;10.7
99;Mike Conley;PG;35;18;24;24;31.4;4.5;9.8;0.46;2.4;5.8;0.42;2.1;4;0.515;0.583;2.6;3;0.863;0.7;2.5;3.1;5;1.2;0.2;1.2;1.9;14
100;Pat Connaughton;SG;30;17;61;33;23.7;2.7;6.9;0.392;1.8;5.3;0.339;0.9;1.6;0.566;0.521;0.4;0.7;0.659;0.8;3.8;4.6;1.3;0.6;0.2;0.5;1.1;7.6
101;Xavier Cooks;PF;27;30;10;1;12.6;1.7;2.8;0.607;0;0.1;0;1.7;2.7;0.63;0.607;0.4;1;0.4;1.6;2.2;3.8;0.6;0.6;0.4;0.8;1.3;3.8
102;Robert Covington;PF;32;13;48;0;16.2;2.1;4.8;0.445;1.1;2.8;0.397;1;1.9;0.516;0.563;0.6;0.8;0.75;0.6;2.8;3.5;1.2;0.8;0.7;0.7;1.8;6
103;Torrey Craig;SF;32;24;79;60;24.7;2.9;6.3;0.456;1.3;3.2;0.395;1.6;3.1;0.518;0.556;0.4;0.6;0.711;1.8;3.6;5.4;1.5;0.6;0.8;0.9;2.3;7.4
104;Jae Crowder;SF;32;17;18;3;18.9;2.5;5.2;0.479;1.3;3.1;0.436;1.2;2.2;0.538;0.606;0.6;0.7;0.833;0.9;2.9;3.8;1.5;0.7;0.3;0.4;1.5;6.9
105;Jarrett Culver;SG;23;1;10;1;13.7;1.7;4.3;0.395;0.1;1.2;0.083;1.6;3.1;0.516;0.407;0.9;1.3;0.692;1;2.8;3.8;0.6;0.6;0.2;0.7;1.4;4.4
106;Cade Cunningham;PG;21;9;12;12;33.3;7.8;18.7;0.415;1.4;5.1;0.279;6.3;13.6;0.466;0.453;3;3.6;0.837;1;5.2;6.2;6;0.8;0.6;3.3;2.8;19.9
107;Seth Curry;SG;32;3;61;7;19.9;3.4;7.4;0.463;1.5;3.8;0.405;1.9;3.6;0.525;0.568;0.8;0.9;0.927;0.2;1.4;1.6;1.6;0.6;0.1;0.8;1.6;9.2
108;Stephen Curry;PG;34;10;56;56;34.7;10;20.2;0.493;4.9;11.4;0.427;5.1;8.8;0.579;0.614;4.6;5;0.915;0.7;5.4;6.1;6.3;0.9;0.4;3.2;2.1;29.4
109;Dyson Daniels;PG;19;19;59;11;17.7;1.5;3.5;0.418;0.5;1.5;0.314;1;2.1;0.492;0.483;0.4;0.7;0.65;0.6;2.6;3.2;2.3;0.7;0.2;1;1.7;3.8
110;Anthony Davis;C;29;14;56;54;34;9.7;17.2;0.563;0.3;1.3;0.257;9.3;15.9;0.589;0.573;6.2;7.9;0.784;3.5;9.1;12.5;2.6;1.1;2;2.2;2.6;25.9
111;Johnny Davis;SG;20;30;28;5;15.1;2.4;6.1;0.386;0.6;2.5;0.243;1.8;3.6;0.485;0.436;0.5;1;0.519;0.4;2;2.3;1;0.4;0.3;0.6;1.7;5.8
112;Terence Davis;SG;25;26;64;5;13.1;2.4;5.7;0.423;1.4;3.8;0.366;1;1.9;0.537;0.545;0.5;0.7;0.791;0.3;1.9;2.2;1;0.7;0.2;0.8;1.6;6.7
113;JD Davison;PG;20;2;12;0;5.5;0.7;1.6;0.421;0.2;0.6;0.286;0.5;1;0.5;0.474;0.1;0.2;0.5;0.2;0.6;0.8;0.9;0.2;0.2;0.3;0.4;1.6
114;Darius Days;PF;23;11;4;0;6.3;1.3;3;0.417;0.8;2.5;0.3;0.5;0.5;1;0.542;0.5;0.5;1;0.3;1.3;1.5;0.3;0;0.3;0;0.5;3.8
115;Dewayne Dedmon;C;33;0;38;1;11.2;2;4;0.51;0.3;1;0.308;1.7;2.9;0.58;0.55;0.9;1.3;0.673;0.9;2.6;3.5;0.7;0.2;0.5;0.7;2;5.2
115;Dewayne Dedmon;C;33;16;30;0;11.7;2.1;4.3;0.496;0.4;1.2;0.297;1.8;3.1;0.576;0.539;1.1;1.5;0.727;0.9;2.7;3.6;0.5;0.2;0.5;0.6;2;5.7
115;Dewayne Dedmon;C;33;23;8;1;9.5;1.6;2.8;0.591;0.1;0.3;0.5;1.5;2.5;0.6;0.614;0.1;0.6;0.2;0.8;2.4;3.1;1.3;0.3;0.6;0.8;1.8;3.5
116;Matthew Dellavedova;PG;32;26;32;0;6.7;0.5;1.6;0.34;0.3;0.8;0.333;0.3;0.7;0.348;0.43;0.1;0.2;0.571;0;0.4;0.4;1.3;0.2;0;0.3;0.6;1.5
117;DeMar DeRozan;SF;33;5;74;74;36.2;8.9;17.6;0.504;0.6;1.9;0.324;8.3;15.7;0.526;0.522;6.2;7.1;0.872;0.5;4.2;4.6;5.1;1.1;0.5;2.1;2.5;24.5
118;Moussa Diabat�;PF;21;13;22;1;8.9;1.1;2.1;0.511;0;0.1;0.5;1;2;0.511;0.521;0.5;0.7;0.625;1.4;0.9;2.3;0.2;0.3;0.4;0.4;0.7;2.7
119;Mamadi Diakite;PF;26;6;22;2;8;1.1;2.3;0.48;0.3;1;0.333;0.8;1.3;0.586;0.55;0.1;0.1;1;0.4;1;1.4;0.4;0.2;0.4;0.5;1.2;2.6
120;Hamidou Diallo;SG;24;9;56;0;17.8;3.8;6.7;0.573;0.1;0.4;0.238;3.8;6.3;0.593;0.58;1.6;2.6;0.588;1;2.4;3.5;1;0.9;0.3;1.3;2.2;9.3
121;Gorgui Dieng;C;33;27;31;1;11.5;1.5;3.8;0.385;0.7;2.4;0.28;0.8;1.4;0.571;0.474;0.3;0.4;0.769;0.9;2.6;3.5;1.7;0.1;0.5;1;1.8;3.9
122;Ousmane Dieng;SF;19;21;39;1;14.6;1.9;4.6;0.42;0.7;2.5;0.265;1.3;2.1;0.602;0.492;0.4;0.6;0.652;0.5;2.2;2.7;1.2;0.4;0.2;0.7;1.1;4.9
123;Spencer Dinwiddie;PG;29;0;79;79;34.5;5.8;13.3;0.438;2.3;6.2;0.369;3.5;7.1;0.498;0.524;3.4;4.2;0.812;0.4;3.1;3.4;6.5;0.8;0.3;1.8;2.4;17.3
123;Spencer Dinwiddie;PG;29;7;53;53;34.1;6;13.1;0.455;2.6;6.4;0.405;3.4;6.7;0.504;0.555;3.2;3.9;0.821;0.4;2.7;3.1;5.3;0.7;0.3;1.7;2.3;17.7
123;Spencer Dinwiddie;PG;29;3;26;26;35.3;5.5;13.7;0.404;1.7;5.7;0.289;3.9;8;0.488;0.465;3.8;4.7;0.797;0.3;3.8;4.1;9.1;1.1;0.3;2.1;2.4;16.5
124;Donte DiVincenzo;SG;26;10;72;36;26.3;3.3;7.5;0.435;2.1;5.3;0.397;1.2;2.3;0.525;0.574;0.8;1;0.817;1.1;3.4;4.5;3.5;1.3;0.1;1.6;1.8;9.4
125;Luka Don?i?;PG;23;7;66;66;36.2;10.9;22;0.496;2.8;8.2;0.342;8.1;13.8;0.588;0.56;7.8;10.5;0.742;0.8;7.8;8.6;8;1.4;0.5;3.6;2.5;32.4
126;Tyler Dorsey;SG;26;7;3;0;2.7;1.3;1.7;0.8;0.3;0.7;0.5;1;1;1;0.9;0;0;0;0.3;0.3;0.7;0;0;0;0;0;3
127;Luguentz Dort;SG;23;21;74;73;30.7;4.6;11.8;0.388;1.8;5.5;0.33;2.8;6.3;0.44;0.466;2.7;3.5;0.772;1.7;2.9;4.6;2.1;1;0.3;1.2;3.3;13.7
128;Ayo Dosunmu;SG;23;5;80;51;26.2;3.5;7.1;0.493;0.7;2.4;0.312;2.8;4.8;0.583;0.545;0.8;1;0.805;0.6;2.2;2.8;2.6;0.8;0.3;1.2;2.3;8.6
129;Devon Dotson;PG;23;30;6;0;8.8;0.2;1.7;0.1;0.2;0.7;0.25;0;1;0;0.15;0;0;0;1;0.7;1.7;1.3;0.8;0;0.5;1.5;0.5
130;Jeff Dowtin;PG;25;28;25;0;10.4;1;2.3;0.439;0.2;0.6;0.313;0.8;1.6;0.488;0.482;0.2;0.4;0.667;0.2;0.7;0.9;1.2;0.4;0.1;0.2;0.5;2.4
131;PJ Dozier;SG;26;26;16;0;4.9;0.6;2.1;0.303;0.1;1;0.125;0.5;1.1;0.471;0.333;0;0;0;0.1;0.8;0.9;0.6;0.4;0.1;0.3;0.4;1.4
132;Goran Dragi?;PG;36;0;58;0;15;2.4;5.8;0.421;0.9;2.5;0.359;1.5;3.3;0.468;0.499;0.5;0.8;0.689;0.3;1.1;1.4;2.6;0.2;0.1;1.1;1.1;6.3
132;Goran Dragi?;PG;36;5;51;0;15.4;2.5;5.9;0.425;0.9;2.5;0.352;1.6;3.4;0.48;0.5;0.5;0.8;0.659;0.3;1.1;1.4;2.7;0.2;0.1;1.1;1.2;6.4
132;Goran Dragi?;PG;36;17;7;0;11.9;2;5.1;0.389;1;2.4;0.412;1;2.7;0.368;0.486;0.6;0.6;1;0.4;1.3;1.7;1.7;0.3;0;1;0.3;5.6
133;Andre Drummond;C;29;5;67;0;12.7;2.5;4.1;0.606;0;0;0;2.5;4;0.613;0.606;1;1.9;0.536;2.1;4.6;6.6;0.5;0.7;0.4;1.1;1.7;6
134;Chris Duarte;SF;25;12;46;12;19.5;2.7;7.2;0.369;1.2;3.8;0.316;1.5;3.5;0.428;0.452;1.3;1.6;0.847;0.4;2.1;2.5;1.4;0.5;0.2;0.9;1.4;7.9
135;David Duke Jr.;SG;23;3;23;0;9.9;1.6;3.4;0.462;0;0.5;0.083;1.5;2.9;0.53;0.468;0.5;0.7;0.706;0.5;0.8;1.3;0.9;0.4;0;0.8;1.3;3.7
136;Kris Dunn;PG;28;29;22;3;25.8;5.3;9.8;0.537;0.8;1.6;0.472;4.5;8.2;0.55;0.576;1.9;2.4;0.774;0.4;4.1;4.5;5.6;1.1;0.5;1.6;2.6;13.2
137;Kevin Durant;PF-SF;34;0;47;47;35.6;10.3;18.3;0.56;2;4.9;0.404;8.3;13.4;0.617;0.614;6.5;7.1;0.919;0.4;6.3;6.7;5;0.7;1.4;3.3;2.1;29.1
137;Kevin Durant;PF;34;3;39;39;36;10.5;18.8;0.559;1.8;4.8;0.376;8.7;14;0.622;0.607;6.8;7.3;0.934;0.4;6.4;6.7;5.3;0.8;1.5;3.5;2.4;29.7
137;Kevin Durant;SF;34;24;8;8;33.6;9.1;16;0.57;2.8;5.1;0.537;6.4;10.9;0.586;0.656;5;6;0.833;0.4;6;6.4;3.5;0.3;1.3;2.5;0.9;26
138;Jalen Duren;C;19;9;67;31;24.9;3.9;5.9;0.648;0;0;0;3.9;5.9;0.652;0.648;1.4;2.3;0.611;3.4;5.5;8.9;1.1;0.7;0.9;1.4;2.7;9.1
139;Tari Eason;PF;21;11;82;5;21.5;3.6;8;0.448;0.7;2.1;0.343;2.9;6;0.486;0.493;1.3;1.8;0.752;2.4;3.7;6;1.1;1.2;0.6;1.2;2.3;9.3
140;Anthony Edwards;SG;21;18;79;79;36;8.9;19.5;0.459;2.7;7.3;0.369;6.3;12.2;0.513;0.528;4;5.3;0.756;0.6;5.2;5.8;4.4;1.6;0.7;3.3;2.4;24.6
141;Kessler Edwards;SF;22;0;36;4;10.7;1;2.6;0.387;0.5;1.5;0.309;0.5;1.1;0.5;0.478;0.3;0.4;0.733;0.6;1.1;1.7;0.6;0.4;0.2;0.4;1.1;2.8
141;Kessler Edwards;SF;22;3;14;1;5.6;0.4;1.7;0.25;0.1;0.9;0.167;0.3;0.9;0.333;0.292;0.1;0.1;0.5;0.4;0.6;1;0.1;0.2;0.1;0.3;0.2;1.1
141;Kessler Edwards;SF;22;26;22;3;13.9;1.4;3.1;0.435;0.7;2;0.349;0.7;1.2;0.577;0.543;0.5;0.6;0.769;0.8;1.4;2.1;1;0.5;0.2;0.4;1.7;3.9
142;Keon Ellis;SG;23;26;16;0;4.4;0.4;1;0.438;0.4;0.8;0.5;0.1;0.3;0.25;0.625;0.3;0.4;0.571;0.3;0.3;0.5;0.4;0.3;0.1;0.1;0.6;1.5
143;Joel Embiid;C;28;23;66;66;34.6;11;20.1;0.548;1;3;0.33;10;17.1;0.587;0.573;10;11.7;0.857;1.7;8.4;10.2;4.2;1;1.7;3.4;3.1;33.1
144;Drew Eubanks;C;25;25;78;28;20.3;2.7;4.3;0.641;0.1;0.2;0.389;2.7;4.1;0.655;0.651;1.1;1.6;0.664;1.7;3.7;5.4;1.3;0.5;1.3;0.9;2.2;6.6
145;Bruno Fernando;C;24;0;39;4;10.4;1.5;2.9;0.527;0;0.1;0;1.5;2.8;0.546;0.527;0.9;1.3;0.7;1.4;2.1;3.5;0.8;0.2;0.9;0.6;1.9;3.9
145;Bruno Fernando;C;24;11;31;4;11.7;1.5;3;0.516;0;0;0;1.5;3;0.522;0.516;1;1.4;0.682;1.5;2.4;3.9;1;0.2;1;0.6;2.2;4.1
145;Bruno Fernando;C;24;1;8;0;5.1;1.4;2.4;0.579;0;0.4;0;1.4;2;0.688;0.579;0.6;0.8;0.833;0.8;1.1;1.9;0.1;0;0.4;0.6;0.8;3.4
146;Dorian Finney-Smith;PF;29;0;66;66;30.4;3;7.6;0.391;1.7;5.1;0.337;1.2;2.5;0.503;0.505;0.7;0.9;0.763;1.7;3.1;4.8;1.5;0.8;0.5;0.9;2.2;8.3
146;Dorian Finney-Smith;PF;29;7;40;40;32.2;3.2;7.8;0.416;1.9;5.4;0.355;1.3;2.3;0.559;0.54;0.8;1;0.75;1.7;3;4.7;1.5;1;0.5;0.9;2;9.1
146;Dorian Finney-Smith;PF;29;3;26;26;27.7;2.6;7.3;0.351;1.4;4.7;0.306;1.2;2.7;0.429;0.448;0.6;0.7;0.789;1.8;3.1;4.9;1.6;0.7;0.6;1;2.5;7.2
147;Malachi Flynn;PG;24;28;53;2;13;1.6;4.6;0.36;0.9;2.5;0.353;0.8;2.1;0.367;0.457;0.5;0.6;0.758;0.3;1.2;1.4;1.3;0.4;0.1;0.5;1.2;4.6
148;Simone Fontecchio;SF;27;29;52;6;14.7;2.2;6;0.369;1.2;3.7;0.33;1;2.3;0.43;0.47;0.7;0.8;0.795;0.6;1.1;1.7;0.8;0.3;0.2;0.8;1.2;6.3
149;Bryn Forbes;SG;29;18;25;0;10.7;1.2;3.3;0.361;0.6;1.8;0.304;0.6;1.5;0.432;0.446;0.6;0.6;1;0.2;0.4;0.6;0.7;0.3;0.1;0.5;0.9;3.6
150;Trent Forrest;PG;24;1;23;3;12;1.1;2.6;0.417;0;0.1;0;1.1;2.5;0.431;0.417;0.1;0.1;0.667;0.2;1.4;1.6;1.7;0.3;0.1;0.7;0.7;2.3
151;Michael Foster Jr.;PF;20;23;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
152;Evan Fournier;SG;30;20;27;7;17;2.1;6.1;0.337;1.3;4.2;0.307;0.8;1.9;0.404;0.443;0.7;0.8;0.857;0.1;1.7;1.8;1.3;0.6;0.1;0.8;1.7;6.1
153;De'Aaron Fox;PG;25;26;73;73;33.4;9.3;18.2;0.512;1.6;5;0.324;7.7;13.2;0.584;0.557;4.7;6;0.78;0.5;3.6;4.2;6.1;1.1;0.3;2.5;2.4;25
154;Markelle Fultz;PG;24;22;60;60;29.6;5.8;11.3;0.514;0.5;1.5;0.31;5.4;9.9;0.544;0.534;1.9;2.4;0.783;1.2;2.8;3.9;5.7;1.5;0.4;2.3;2.2;14
155;Wenyen Gabriel;PF;25;14;68;2;15.1;2.3;3.8;0.596;0.1;0.5;0.278;2.1;3.3;0.647;0.615;0.8;1.2;0.619;1.7;2.5;4.2;0.5;0.4;0.5;0.7;2.1;5.5
156;Daniel Gafford;C;24;30;78;47;20.6;3.7;5.1;0.732;0;0;0;3.7;5.1;0.732;0.732;1.6;2.4;0.679;2.1;3.5;5.6;1.1;0.4;1.3;1.1;2.4;9
157;Darius Garland;PG;23;6;69;69;35.5;7.6;16.4;0.462;2.4;6;0.41;5.1;10.4;0.492;0.537;4;4.7;0.863;0.4;2.3;2.7;7.8;1.2;0.1;2.9;2.1;21.6
158;Usman Garuba;PF;20;11;75;1;12.9;1.1;2.4;0.486;0.3;0.8;0.407;0.8;1.6;0.525;0.554;0.4;0.6;0.617;1.6;2.5;4.1;0.9;0.6;0.4;0.6;1.8;3
159;Luka Garza;C;24;18;28;0;8.7;2.3;4.1;0.543;0.5;1.4;0.359;1.8;2.8;0.636;0.603;1.5;1.9;0.788;1.2;1.1;2.3;0.6;0.1;0.1;0.5;1.5;6.5
160;Rudy Gay;PF;36;29;56;0;14.6;1.9;5.1;0.38;0.6;2.3;0.254;1.4;2.8;0.484;0.437;0.8;0.9;0.857;0.6;2.3;2.9;1;0.3;0.3;0.7;1.2;5.2
161;Paul George;SG;32;13;56;56;34.6;8.2;17.9;0.457;2.8;7.6;0.371;5.4;10.3;0.521;0.536;4.6;5.3;0.871;0.8;5.3;6.1;5.1;1.5;0.4;3.1;2.8;23.8
162;Taj Gibson;C;37;30;49;2;9.8;1.3;2.6;0.52;0.2;0.5;0.333;1.2;2.1;0.564;0.552;0.6;0.9;0.714;0.7;1.2;1.9;0.7;0.3;0.2;0.5;1.7;3.4
163;Josh Giddey;SG;20;21;76;76;31.1;7.1;14.7;0.482;1;3.1;0.325;6.1;11.6;0.524;0.516;1.4;1.9;0.731;1.9;5.9;7.9;6.2;0.8;0.4;2.8;1.9;16.6
164;Shai Gilgeous-Alexander;PG;24;21;68;68;35.5;10.4;20.3;0.51;0.9;2.5;0.345;9.5;17.8;0.533;0.531;9.8;10.9;0.905;0.9;4;4.8;5.5;1.6;1;2.8;2.8;31.4
165;Anthony Gill;PF;30;30;59;8;10.6;1.2;2.2;0.538;0.1;0.5;0.138;1.1;1.7;0.65;0.553;0.8;1.1;0.731;0.6;1.1;1.7;0.6;0.1;0.2;0.3;1.2;3.3
166;Jacob Gilyard;PG;24;15;1;0;41;1;3;0.333;1;3;0.333;0;0;0;0.5;0;0;0;0;4;4;7;3;0;2;3;3
167;Rudy Gobert;C;30;18;70;70;30.7;5.1;7.8;0.659;0;0;0;5.1;7.8;0.663;0.659;3.1;4.9;0.644;3.3;8.3;11.6;1.2;0.8;1.4;1.7;3;13.4
168;Jordan Goodwin;PG;24;30;62;7;17.8;2.5;5.7;0.448;0.6;1.9;0.322;1.9;3.8;0.511;0.501;0.9;1.1;0.768;0.9;2.4;3.3;2.7;0.9;0.4;0.9;1.5;6.6
169;Aaron Gordon;PF;27;8;68;68;30.2;6.3;11.2;0.564;0.9;2.5;0.347;5.4;8.6;0.628;0.603;2.8;4.6;0.608;2.4;4.1;6.6;3;0.8;0.8;1.4;1.9;16.3
170;Eric Gordon;SG;34;0;69;58;28.5;4.2;9.5;0.446;1.9;5.2;0.371;2.3;4.3;0.535;0.547;2.1;2.5;0.821;0.2;1.7;1.9;2.7;0.6;0.4;1.5;1.1;12.4
170;Eric Gordon;SG;34;11;47;47;30.2;4.5;10.2;0.439;1.8;5.2;0.347;2.7;5;0.536;0.528;2.3;2.9;0.815;0.3;1.8;2.1;2.9;0.6;0.4;1.8;1;13.1
170;Eric Gordon;SG;34;13;22;11;24.9;3.7;8;0.463;2.1;5;0.423;1.5;2.9;0.531;0.597;1.5;1.7;0.842;0.2;1.5;1.7;2.1;0.6;0.4;1;1.5;11
171;Devonte' Graham;PG;27;0;73;8;18.3;2.2;5.9;0.374;1.6;4.6;0.352;0.6;1.3;0.452;0.512;1.3;1.8;0.748;0.3;1.4;1.7;2.7;0.6;0.2;0.7;1.1;7.4
171;Devonte' Graham;PG;27;19;53;0;15.3;1.6;4.4;0.368;1.2;3.6;0.347;0.4;0.8;0.463;0.511;0.8;1.1;0.746;0.2;1.1;1.4;2.2;0.6;0.2;0.5;0.9;5.3
171;Devonte' Graham;PG;27;27;20;8;26.4;3.8;10;0.38;2.7;7.4;0.358;1.2;2.6;0.442;0.513;2.7;3.6;0.75;0.4;2.2;2.5;4;0.8;0.3;1.3;1.6;13
172;Jerami Grant;PF;28;25;63;63;35.7;6.9;14.5;0.475;2.3;5.7;0.401;4.6;8.8;0.523;0.554;4.4;5.4;0.813;0.8;3.7;4.5;2.4;0.8;0.8;1.8;2.4;20.5
173;RaiQuan Gray;PF;23;3;1;0;35;6;12;0.5;2;5;0.4;4;7;0.571;0.583;2;2;1;3;6;9;7;0;1;4;5;16
174;A.J. Green;SG;23;17;35;1;9.9;1.5;3.6;0.424;1.3;3;0.419;0.3;0.6;0.45;0.6;0.1;0.1;1;0.2;1.1;1.3;0.6;0.2;0;0.3;0.9;4.4
175;Danny Green;SG;35;0;11;0;12.5;2;4.5;0.449;1.5;3.4;0.432;0.5;1.1;0.5;0.612;0.1;0.1;1;0.3;1;1.3;0.5;0.5;0.3;0.9;1.5;5.5
175;Danny Green;SG;35;15;3;0;14.3;1;3.7;0.273;1;2.7;0.375;0;1;0;0.409;0;0;0;0.3;1;1.3;0.7;0.3;0;1;2;3
175;Danny Green;SG;35;6;8;0;11.9;2.4;4.8;0.5;1.6;3.6;0.448;0.8;1.1;0.667;0.671;0.1;0.1;1;0.3;1;1.3;0.5;0.6;0.4;0.9;1.3;6.5
176;Draymond Green;PF;32;10;73;73;31.5;3.4;6.5;0.527;0.5;1.8;0.305;2.9;4.7;0.612;0.57;1.1;1.5;0.713;0.9;6.3;7.2;6.8;1;0.8;2.8;3.1;8.5
177;Jalen Green;SG;20;11;76;76;34.2;7.4;17.9;0.416;2.5;7.3;0.338;5;10.6;0.471;0.485;4.8;6.1;0.786;0.6;3.2;3.7;3.7;0.8;0.2;2.6;1.7;22.1
178;JaMychal Green;PF;32;10;57;1;14;2.4;4.4;0.54;0.7;1.9;0.378;1.6;2.5;0.667;0.623;0.9;1.2;0.776;1.3;2.3;3.6;0.9;0.4;0.4;0.9;1.8;6.4
179;Javonte Green;SG;29;5;32;1;15;1.9;3.4;0.565;0.4;1.1;0.371;1.5;2.3;0.658;0.625;0.9;1.4;0.667;0.8;1.9;2.8;0.7;0.8;0.7;0.6;1.6;5.2
180;Jeff Green;PF;36;8;56;4;19.5;2.9;5.9;0.488;0.5;1.9;0.288;2.3;4;0.58;0.534;1.6;2.1;0.744;0.7;1.9;2.6;1.2;0.3;0.3;0.8;1.8;7.8
181;Josh Green;SG;22;7;60;21;25.7;3.4;6.4;0.537;1.1;2.8;0.402;2.3;3.6;0.643;0.626;1.1;1.6;0.723;0.9;2.1;3;1.7;0.7;0.1;1.2;2.6;9.1
182;AJ Griffin;SF;19;1;72;12;19.5;3.4;7.4;0.465;1.4;3.6;0.39;2;3.8;0.536;0.56;0.6;0.7;0.894;0.5;1.6;2.1;1;0.6;0.2;0.6;1.2;8.9
183;Blake Griffin;C;33;2;41;16;13.9;1.5;3.2;0.485;0.6;1.6;0.348;1;1.6;0.625;0.573;0.5;0.8;0.656;1.1;2.6;3.8;1.5;0.3;0.2;0.5;1.8;4.1
184;Quentin Grimes;SG;22;20;71;66;29.9;4;8.5;0.468;2.2;5.7;0.386;1.8;2.7;0.641;0.599;1.1;1.4;0.796;0.7;2.5;3.2;2.1;0.7;0.4;1;2.5;11.3
185;Rui Hachimura;PF;24;0;63;9;23.3;4.5;9.3;0.486;0.8;2.5;0.319;3.7;6.7;0.55;0.53;1.4;1.9;0.739;0.8;3.7;4.5;0.9;0.3;0.4;0.8;1.1;11.2
185;Rui Hachimura;PF;24;30;30;0;24.3;5.3;10.8;0.488;1;3;0.337;4.3;7.8;0.545;0.534;1.5;1.9;0.759;0.6;3.6;4.3;1.2;0.4;0.4;1.2;1.3;13
185;Rui Hachimura;PF;24;14;33;9;22.4;3.8;7.9;0.485;0.6;2.2;0.296;3.2;5.7;0.556;0.525;1.3;1.8;0.721;1;3.7;4.7;0.7;0.2;0.4;0.5;1;9.6
186;Tyrese Haliburton;PG;22;12;56;56;33.6;7.4;15;0.49;2.9;7.2;0.4;4.5;7.8;0.572;0.586;3.1;3.6;0.871;0.6;3.1;3.7;10.4;1.6;0.4;2.5;1.2;20.7
187;Jordan Hall;SF;21;27;9;0;9.2;1;3.1;0.321;0.3;1.7;0.2;0.7;1.4;0.462;0.375;0.8;1;0.778;0.3;1;1.3;1.2;0.1;0;0.8;0.7;3.1
188;R.J. Hampton;PG;21;0;47;3;16;2.2;5;0.43;0.9;2.5;0.353;1.3;2.6;0.504;0.517;1.2;1.6;0.75;0.4;1.5;1.9;1.1;0.6;0.2;0.9;1.1;6.4
188;R.J. Hampton;PG;21;22;26;0;13.9;1.9;4.4;0.439;0.7;2;0.34;1.2;2.3;0.525;0.518;1.2;1.4;0.838;0.3;1.2;1.5;1.3;0.6;0.2;0.8;0.8;5.7
188;R.J. Hampton;PG;21;9;21;3;18.5;2.5;5.9;0.423;1.1;3;0.365;1.4;2.9;0.483;0.516;1.2;1.9;0.667;0.4;1.9;2.3;1;0.5;0.2;1;1.4;7.3
189;Tim Hardaway Jr.;SG;30;7;71;45;30.3;4.8;11.9;0.401;3;7.7;0.385;1.8;4.2;0.431;0.527;1.8;2.3;0.77;0.3;3.2;3.5;1.8;0.7;0.2;0.8;1.7;14.4
190;James Harden;PG;33;23;58;58;36.8;6.4;14.5;0.441;2.8;7.2;0.385;3.6;7.3;0.495;0.536;5.4;6.2;0.867;0.7;5.4;6.1;10.7;1.2;0.5;3.4;1.9;21
191;Jaden Hardy;SG;20;7;48;5;14.8;3;6.9;0.438;1.3;3.3;0.404;1.7;3.7;0.469;0.533;1.4;1.6;0.823;0.2;1.6;1.9;1.4;0.4;0.1;1;1.3;8.8
192;Ron Harper Jr.;SF;22;28;9;0;5.3;0.9;1.8;0.5;0.3;1;0.333;0.6;0.8;0.714;0.594;0.1;0.1;1;0.3;0.4;0.8;0.4;0;0.1;0;0.3;2.2
193;Montrezl Harrell;C;29;23;57;7;11.9;2.2;3.7;0.598;0;0.1;0;2.2;3.6;0.616;0.598;1.2;1.8;0.693;1.2;1.6;2.8;0.6;0.3;0.4;0.6;1.3;5.6
194;Gary Harris;SG;28;22;48;42;24.7;2.9;6.4;0.45;2;4.5;0.431;0.9;1.9;0.494;0.603;0.6;0.6;0.9;0.4;1.6;2;1.2;0.9;0.3;0.6;1.9;8.3
195;Joe Harris;SG;31;3;74;33;20.6;2.7;5.9;0.457;1.9;4.5;0.426;0.8;1.4;0.551;0.618;0.2;0.4;0.643;0.3;1.9;2.2;1.4;0.5;0.2;0.6;1.9;7.6
196;Kevon Harris;SG;25;22;34;0;13.4;1.4;3.1;0.439;0.5;1.3;0.372;0.9;1.9;0.484;0.514;0.9;1.2;0.756;0.8;1.2;2.1;0.5;0.5;0.1;0.6;1.6;4.1
197;Tobias Harris;PF;30;23;74;74;32.9;5.7;11.4;0.501;1.7;4.4;0.389;4;7;0.57;0.575;1.5;1.7;0.876;0.9;4.8;5.7;2.5;0.9;0.5;1.2;2;14.7
198;Shaquille Harrison;SG;29;25;5;0;24;3;7.2;0.417;0.6;2;0.3;2.4;5.2;0.462;0.458;2.2;3;0.733;0.2;4.2;4.4;6;2.2;0.4;1.2;2.4;8.8
199;Josh Hart;SF-SG;27;0;76;52;32.3;3.6;6.8;0.529;0.8;2.2;0.372;2.8;4.7;0.601;0.588;1.7;2.3;0.75;1.9;5.9;7.8;3.8;1.2;0.3;1.5;2.6;9.8
